mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index,PLIF_raw,FP:PLIF,PLIF_ligidx
Fc1ccc([C@@](N)(C)c2cnc(N3CCN(C4=NC=Nn5c4cc(-c4cn(CCO)nc4)c5)CC3)nc2)cc1,1,132,-7.2054229,2.4636638,-129.54643,-83.588196,-10.742498,-38.472591,-7.2054229,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.13208008,1,[53 893 70 3 1.4],78,53
O=C(O)CC/C=C\C/C=C\C[C@@](O)/C=C/C=C/C=C\[C@@](O)C/C=C\CC,1,135,-7.2040615,1.5195798,-45.777073,-68.355659,-8.4490576,-38.597946,-7.2040615,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.24084473,1,[[57 56] [893 927] [70 72] [3 4] [2.8 0.7]],78 79 66,[57 57 56]
O=C(N(C)c1nc(C=O)c(CN2C(=O)CN(C)CC2)cc1)Nc1ncc(C#N)c(NC2CC2)c1,1,53,-7.1785831,1.1698428,62.57967,-67.041672,-9.523797,-42.983345,-7.1785831,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.7859046,1,[5 927 72 4 1.2],66,5
Fc1c(CCNCC(=O)N(CC(=O)N(CC(=O)N)CCCN2C(=O)CCC2)CC(C)C)cccc1,1,108,-7.1722722,1.6003056,39.154472,-92.098328,-7.4641862,-35.868282,-7.1722722,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.0038928986,1,[[27 41 46 63 63 63 63 63 72 72 72 72 72 70 70 70 70 70 68 68 68 68 68 66 66 66 66 66 64 64 64 64 64] [756 756 932 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302] [62 62 72 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [1 1 3 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.6 1 0.7 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],8 7,[[27 41] 46]
O(C)c1c(c(OC)cc(C(CCCCCC)(C)C)c1)[C@]1C=C(CO)[C@@]2C(C)(C)[C@]1C2,1,78,-7.1720529,1.3669567,39.330074,-49.380337,-8.3418865,-32.730869,-7.1720529,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[] [] [] [] []],,[]
S(=O)(=O)(NC(=O)NC(C)(C)C)c1c(Oc2cc(-c3ccc(OC(F)F)cc3)ccc2)ccc(C#N)c1,1,113,-7.1715984,1.2678416,-243.38771,-88.530914,-10.056314,-39.488899,-7.1715984,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.1404769,1,[[14 18 24 50 50 50 50 50] [756 756 932 1306 1308 1304 1302 1303] [62 62 72 96 96 96 96 96] [1 1 3 10 10 10 10 10] [3 2.5 0.5 2 2 2 2 2]],8 33 7 18 23,[[14 18] [14 18] 24 [50 50 50 50 50] [50 50 50 50 50]]
FC(F)(F)Oc1ccc(-c2cnc(C(F)(F)[C@](O)(Cn3nnnc3)c3c(F)cc(F)cc3)cc2)cc1,1,17,-7.1571522,1.4539211,90.550468,-87.466003,-10.203563,-37.859638,-7.1571522,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.3545932,1,[16 3173 20202 5 1.2],4,16
O=C(O)CC/C=C\C/C=C\C[C@@](O)/C=C/C=C/C=C\[C@@](O)C/C=C\CC,1,135,-7.1548247,1.7436458,-46.451218,-79.39315,-8.5496206,-37.969776,-7.1548247,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.24084473,1,[[33 56] [756 815] [62 65] [1 2] [0.5 4.4]],8 36 37,[33 56 56]
Clc1c(N)nc(N)c(C(=O)NC(=N)NCCCCc2ccc(OCCN(C[C@](O)[C@@](O)[C@](O)[C@](O)CO)CCCCCC)cc2)n1,1,57,-7.1533613,1.9521501,-12.057024,-67.323952,-9.638895,-38.480671,-7.1533613,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.0475667,1,[[60 94] [3173 700] [20202 59] [5 1] [3 2.4]],16 17 4 11,[94 94 60 60]
P(=O)(OC(C)(C)c1ncc(-c2c(F)c([C@@]3OCCC3)c3[nH]c(NC(=O)NCC)nc3c2)cn1)(O)O,1,126,-7.1518006,2.2697802,-239.41931,-78.925797,-9.9581194,-45.137623,-7.1518006,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[12 39] [940 1245] [72 93] [1 3] [2.5 3.5]],20 30 9 10,[12 12 39 39]
O=C(N[C@@]1C(=O)N2[C@](C(=O)N[C@](CC3CCCCC3)C(=O)N[C@@](Cc3c4c([nH]c3)cccc4)C(=O)N[C@@](CCCNC(=N)N)C(=O)NCCC1)CCC2)CCc1ccccc1,1,37,-7.1478534,2.6091986,-160.88414,-53.767544,-7.6456728,-35.785492,-7.1478534,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[94 3174 20203 5 0.5],24,94
O=C(OC)CC[C@@](C)[C@@]1[C@]2(C)[C@]([C@@]3[C@](O)C[C@@]4[C@@](C)([C@]3CC2)CC[C@](NCCCCNCc2ncccc2)C4)CC1,1,121,-7.1471267,1.284132,46.919548,-33.175465,-9.0598812,-39.212704,-7.1471267,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[60 818 65 2 3],36 37,[60 60]
O=C(O)CC(NC(=O)CCN1C(=O)c2c(ccc(NC(=N)N)c2)C1)c1cnccc1,1,54,-7.1439123,2.0133934,-286.68719,-69.351135,-9.5427589,-38.293266,-7.1439123,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.8393106,1,[[] [] [] [] []],,[]
O=C(N(c1ccc(O)cc1)c1ccccc1)c1c2n(c(-c3c(C(=O)N4[C@](CN5CCOCC5)Cc5c(cccc5)C4)cc4OCOc4c3)c1)CCCC2,1,119,-7.1411915,1.4330267,133.53593,-44.353428,-9.6071978,-40.101025,-7.1411915,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.238764,1,[[28 28 28 28 28 73 82 80 78 76 74 21 30 28 26 24 22] [1304 1308 1306 1303 1302 950 950 950 950 950 950 1246 1246 1246 1246 1246 1246] [96 96 96 96 96 73 73 73 73 73 73 93 93 93 93 93 93] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.5 0.5 0.5 0.5 0.5 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6]],60 27 18,[[73 82 80 78 76 74] [21 30 28 26 24 22] [28 28 28 28 28]]
Clc1c(N)nc(N)c(C(=O)NC(=N)NCCCCc2ccc(OCCN(C[C@](O)[C@@](O)[C@](O)[C@](O)CO)CCCCCC)cc2)n1,1,57,-7.1398454,2.0305452,-0.17983522,-46.119976,-9.1475945,-38.967815,-7.1398454,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[65 65 65 65 65 65] [856 858 854 850 849 852] [67 67 67 67 67 67] [10 10 10 10 10 10] [1.1 1.1 1.1 1.1 1.1 1.1]],19 67,[[65 65 65 65 65 65] [65 65 65 65 65 65]]
Clc1c(N2CCN(Cc3ccc(Cl)cc3)CC2)c2nc(-c3c(C)nn(C)c3)[nH]c2nc1,1,90,-7.1383929,2.214119,144.4021,-69.291344,-9.6616335,-36.099823,-7.1383929,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.1425781,1,[[53 15 53 52 17 16 17 52 51 49 47 18 17 52 51 49 47 18] [3173 607 607 607 607 607 607 607 607 607 607 607 612 612 612 612 612 612] [20202 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54] [5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [2.6 1 1 1 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5]],3 63 4 11,[[15 53 52 17 16 17 52 51 49 47 18 17 52 51 49 47 18] [15 53 52 17 16] 53 53]
Fc1c(OCC(=O)[C@@](NC(=O)[C@@](NC(=O)C(=O)Nc2c(F)cccc2F)C)CC(=O)O)c(F)c(F)cc1F,1,77,-7.1380935,3.8564804,62.478939,-40.782257,-9.163497,-37.874199,-7.1380935,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.177902,1,[[] [] [] [] []],,[]
O=C(OC)CC[C@@](C)[C@@]1[C@]2(C)[C@]([C@@]3[C@](O)C[C@@]4[C@@](C)([C@]3CC2)CC[C@](NCCCCNCc2ncccc2)C4)CC1,1,121,-7.1247849,1.6914006,46.750679,-29.191994,-7.795054,-39.06097,-7.1247849,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[60 818 65 2 3],36 37,[60 60]
O=C(N(c1ccc(O)cc1)c1ccccc1)c1c2n(c(-c3c(C(=O)N4[C@](CN5CCOCC5)Cc5c(cccc5)C4)cc4OCOc4c3)c1)CCCC2,1,119,-7.1190557,1.8666328,131.07748,-56.193764,-9.3827171,-35.540588,-7.1190557,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.8308489,1,[[] [] [] [] []],,[]
Clc1c(F)c([C@@]2[C@@]3(N(CC4CC4)[C@@]4[C@]2n2nc5c(C)c(C(=O)O)ccc5c2C4)C(=O)Nc2c3ccc(Cl)c2)ccc1,1,146,-7.1170783,1.4661101,241.39035,-82.620972,-10.576899,-35.923336,-7.1170783,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.8690434,1,[[9 45 48 11 11 11 11 11 11] [940 3173 1298 854 858 856 852 849 850] [72 20202 96 67 67 67 67 67 67] [1 5 3 10 10 10 10 10 10] [4.2 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6]],19 20 30 56 4,[[11 11 11 11 11 11] 9 9 48 45]
O=C(Nc1ccc(CCCC)cc1)C=1N(C)C(=O)[C@]([C@](O[C@]2[C@](O)[C@](O)[C@@](CN)O2)[C@@]2[C@@](O)[C@@](O)[C@](N3C(=O)NC(=O)C=C3)O2)N(C)CC=1,1,79,-7.1125426,2.4824204,67.948341,-61.883053,-8.8273258,-38.429626,-7.1125426,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.26855469,1,[[] [] [] [] []],,[]
O=C(Nc1ccc(CCCC)cc1)C=1N(C)C(=O)[C@]([C@](O[C@]2[C@](O)[C@](O)[C@@](CN)O2)[C@@]2[C@@](O)[C@@](O)[C@](N3C(=O)NC(=O)C=C3)O2)N(C)CC=1,1,79,-7.0999651,2.6390054,66.057907,-49.612789,-8.5496702,-38.347485,-7.0999651,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.26855469,1,[[43 48 53] [756 756 940] [62 62 72] [1 1 1] [0.5 0.7 0.5]],8 20,[[43 48] 53]
S(=O)(=O)(NC(=O)NC(C)(C)C)c1c(Oc2cc(-c3ccc(OC(F)F)cc3)ccc2)ccc(C#N)c1,1,113,-7.0985312,2.1026404,-241.34186,-71.771873,-9.2735701,-37.283226,-7.0985312,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.1404769,1,[[14 18 24 46] [756 756 932 3173] [62 62 72 20202] [1 1 3 5] [3 1.7 0.5 0.6]],8 33 7 4,[[14 18] [14 18] 24 46]
O=C(O)CC/C=C\C/C=C\C[C@@](O)/C=C/C=C/C=C\[C@@](O)C/C=C\CC,1,135,-7.0843005,1.4327456,-48.315575,-67.120834,-9.0622053,-38.13308,-7.0843005,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[17 941 72 2 0.7],44,17
O=C(N[C@@]1C(=O)N[C@@](CC(C)C)C(=O)N[C@@]2C(=O)N([C@@]([C@](CC)C)C(=O)N(C)[C@@](Cc3ccc(O)cc3)C(=O)N[C@@]([C@](CC)C)C(=O)O[C@@]1C)[C@](O)CC2)[C@@](NC(=O)C(C)C)CCC(=O)N,1,106,-7.0825005,2.7202206,11.16952,-51.980194,-8.1430283,-36.207291,-7.0825005,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[14 105] [756 756] [62 62] [1 1] [1 0.5]],8,[[14 105]]
O=C(O)[C@@](Nc1ncnc2c1cccc2)CCN(CCOC)CCCCc1nc2NCCCc2cc1,1,127,-7.0795245,1.897208,-74.879578,-81.929565,-10.512034,-34.426643,-7.0795245,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.30493164,1,[[54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 58 58 58 58 58 59 59 59 59 59 68 68 68 68 68 59 59 59 59 59 68 68 68 68 68 66 66 66 66 66 64 64 64 64 64 62 62 62 62 62 60 60 60 60 60] [1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302] [96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],,[]
O=C(N[C@@]1C(=O)N[C@@](CC(C)C)C(=O)N[C@@]2C(=O)N([C@@]([C@](CC)C)C(=O)N(C)[C@@](Cc3ccc(O)cc3)C(=O)N[C@@]([C@](CC)C)C(=O)O[C@@]1C)[C@](O)CC2)[C@@](NC(=O)C(C)C)CCC(=O)N,1,106,-7.0747967,3.2249258,6.7089524,-12.712063,-7.5463462,-38.275917,-7.0747967,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[108 108 108 108 108 25 35 33 30 28 26] [1302 1304 1308 1306 1303 950 950 950 950 950 950] [96 96 96 96 96 73 73 73 73 73 73] [10 10 10 10 10 10 10 10 10 10 10] [0.8 0.8 0.8 0.8 0.8 0.7 0.7 0.7 0.7 0.7 0.7]],60 18,[[25 35 33 30 28 26] [108 108 108 108 108]]
O=C(N[C@](C(=O)NCC(=O)O)CC(=O)O)[C@@](NC(=O)[C@@](N)C)CCC(=O)O,1,32,-7.0744534,1.6245986,-92.293732,-86.717072,-9.2670736,-39.573139,-7.0744534,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.3005371,1,[[48 7 24 24 24 24 24 24] [3173 622 852 856 858 854 850 849] [20202 55 67 67 67 67 67 67] [5 4 10 10 10 10 10 10] [6.6 0.5 0.7 0.7 0.7 0.7 0.7 0.7]],64 19 4 11,[7 [24 24 24 24 24 24] 48 48]
Fc1c(C(=O)Nc2cc(C(C#N)(C)C)cc(-n3cc(C)nc3)c2)cc(C#Cc2n3c(C(Nc4cn(C)nc4)=CC=C3)nc2)c(C)c1,1,110,-7.0731788,2.1211674,55.740185,-64.93634,-8.7663221,-40.387821,-7.0731788,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.6540058,1,[[71 29 29 29 29 29 29 5 76 74 8 6 17 56 54 49 20 18] [566 849 852 856 858 854 850 563 563 563 563 563 1246 1246 1246 1246 1246 1246] [51 67 67 67 67 67 67 51 51 51 51 51 93 93 93 93 93 93] [2 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [2.3 0.7 0.7 0.7 0.7 0.7 0.7 1.4 1.4 1.4 1.4 1.4 0.5 0.5 0.5 0.5 0.5 0.5]],40 50 61 62 19 27,[71 71 [5 76 74 8 6] [5 76 74 8 6] [29 29 29 29 29 29] [17 56 54 49 20 18]]
Clc1c(N2CCN(Cc3ccc(Cl)cc3)CC2)c2nc(-c3c(C)nn(C)c3)[nH]c2nc1,1,90,-7.0714984,1.5268726,141.53462,-85.943665,-10.784059,-37.926819,-7.0714984,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.1425781,1,[[5 14 12 7 6] [950 950 950 950 950] [73 73 73 73 73] [10 10 10 10 10] [0.9 0.9 0.9 0.9 0.9]],60,[[5 14 12 7 6]]
O=C(O)[C@@](Nc1ncnc2c1cccc2)CCN(CCOC)CCCCc1nc2NCCCc2cc1,1,127,-7.0663934,2.6214957,-72.245178,-77.37635,-11.112546,-37.879292,-7.0663934,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.0065383911,1,[[] [] [] [] []],,[]
Fc1ccc(/C(=C/COc2cc(C)c(OCC(=O)O)cc2)/c2ccc(C#CCN3CCOCC3)cc2)cc1,1,5,-7.0632854,2.5736551,46.615379,-57.093193,-8.8851948,-36.797455,-7.0632854,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.9777234,1,[[30 30 30 30 30] [1306 1308 1304 1302 1303] [96 96 96 96 96] [10 10 10 10 10] [0.8 0.8 0.8 0.8 0.8]],18,[[30 30 30 30 30]]
O=C(Nc1ccc(CCCC)cc1)C=1N(C)C(=O)[C@]([C@](O[C@]2[C@](O)[C@](O)[C@@](CN)O2)[C@@]2[C@@](O)[C@@](O)[C@](N3C(=O)NC(=O)C=C3)O2)N(C)CC=1,1,79,-7.0574894,1.8004671,64.546432,-80.003281,-9.4862089,-37.482815,-7.0574894,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.26855469,1,[53 756 62 1 0.7],8,53
Fc1ccc([C@@](N)(C)c2cnc(N3CCN(C4=NC=Nn5c4cc(-c4cn(CCO)nc4)c5)CC3)nc2)cc1,1,132,-7.0489955,2.0166216,-129.81151,-80.188087,-10.664968,-35.945446,-7.0489955,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[60 932 72 3 0.5],7,60
O=C(N[C@](C(=O)NCC(=O)O)CC(=O)O)[C@@](NC(=O)[C@@](N)C)CCC(=O)O,1,32,-7.0413928,1.7292936,-93.344299,-106.44877,-9.8100052,-39.423676,-7.0413928,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.49780273,1,[[48 24 24 24 24 24 24] [3173 849 852 856 858 854 850] [20202 67 67 67 67 67 67] [5 10 10 10 10 10 10] [6.3 0.5 0.5 0.5 0.5 0.5 0.5]],19 4 11,[[24 24 24 24 24 24] 48 48]
Fc1c(-c2cc(F)c3nc(C)n(C4CC4)c3c2)nc(Nc2nc3c(cc2)CN(CCN(C)C)CC3)nc1,1,112,-7.0282569,1.0270336,135.33629,-78.48275,-9.0382032,-31.515257,-7.0282569,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.2545066,1,[[] [] [] [] []],,[]
FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)N[C@](CC(=O)O)CCN3CC(F)(F)CCC3)c2)cccc1,1,40,-7.0251989,2.6180801,79.315544,-76.869591,-8.8553534,-35.261086,-7.0251989,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[29 47 36 69 54 39 37 40 40 40 40 40 49 49 49 49 49 47 47 47 47 47 45 45 45 45 45 43 43 43 43 43 41 41 41 41 41] [756 3173 1246 1246 1246 1246 1246 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302] [62 20202 93 93 93 93 93 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [1 5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.5 0.7 1 1 1 1 1 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],8 27 28 4,[29 [36 69 54 39 37] [36 69 54 39 37] 47]
Clc1nc(OCCC)cc(NC(=O)NN(CCO)c2nc3n(C)nc(C)c3c(C(C)C)c2)c1,1,109,-7.0098076,1.5440511,-63.648617,-53.849594,-8.5162487,-35.178852,-7.0098076,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.8479025,1,[[] [] [] [] []],,[]
O=C(C=C)N1C[C@@](n2c(NC)c(C(=O)N)c(C#Cc3cc(OC)cc(OC)c3)n2)CC1,1,97,-7.0041628,1.3919729,-6.3342872,-77.315773,-9.7757826,-36.629883,-7.0041628,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.91525239,1,[[22 39 33 31 25 23] [950 950 950 950 950 950] [73 73 73 73 73 73] [10 10 10 10 10 10] [0.6 0.6 0.6 0.6 0.6 0.6]],60,[[22 39 33 31 25 23]]
P(=O)(OC(C)(C)c1ncc(-c2c(F)c([C@@]3OCCC3)c3[nH]c(NC(=O)NCC)nc3c2)cn1)(O)O,1,126,-7.0012002,1.4301915,-239.82242,-93.185638,-11.361379,-40.499382,-7.0012002,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[8 12 39 60 14 60 59 16 15] [553 3173 932 3173 607 607 607 607 607] [51 20202 72 20202 54 54 54 54 54] [3 5 3 5 10 10 10 10 10] [1.1 1.8 2.4 2.8 0.7 0.7 0.7 0.7 0.7]],31 3 7 25 4 11,[8 [14 60 59 16 15] 39 39 [12 60] [12 60]]
Fc1ccc(-c2c(n(C(C)C)cn2)-c2[nH]c(C(=O)Nc3ccc(N4CCN(C)CC4)cc3)cn2)cc1,1,80,-7.0009203,1.1828934,52.35165,-91.493294,-10.452559,-32.030888,-7.0009203,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.8416491,1,[[] [] [] [] []],,[]
P(=O)(OC(C)(C)c1ncc(-c2c(F)c([C@@]3OCCC3)c3[nH]c(NC(=O)NCC)nc3c2)cn1)(O)O,1,126,-6.9928656,2.4825454,-245.92863,-52.430122,-9.8032455,-40.212196,-6.9928656,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[8 12 37 60 14 60 59 16 15] [553 3173 932 3173 607 607 607 607 607] [51 20202 72 20202 54 54 54 54 54] [3 5 3 5 10 10 10 10 10] [1 1.7 3 2.4 0.7 0.7 0.7 0.7 0.7]],31 3 7 25 4 11,[8 [14 60 59 16 15] 37 37 [12 60] [12 60]]
O(CC)c1c(O)c(OCC)cc(C(C)(c2cc(OCC)c(O)c(OCC)c2)c2cc(OCC)c(O)c(OCC)c2)c1,1,66,-6.9927874,1.951617,39.109737,-45.584358,-8.8260107,-37.007587,-6.9927874,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[] [] [] [] []],,[]
O=C(O)CC(NC(=O)CCN1C(=O)c2c(ccc(NC(=N)N)c2)C1)c1cnccc1,1,54,-6.992043,1.0032874,-288.01074,-83.908844,-8.8688679,-34.162979,-6.992043,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.88144594,1,[4 3173 20202 5 1.2],4,4
O=C(N[C@@]1[C@@](O)[C@@](O)[C@@](CO)O[C@@]1O[C@]([C@@](O[C@]1[C@@](O)[C@](O)[C@](O)[C@](C)O1)C=O)[C@@](O)[C@](O)CO)C,1,7,-6.9884343,1.5732223,117.3242,-84.891495,-8.7906408,-39.895466,-6.9884343,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.5724812,1,[[27 46 50 44 44 44 44 44] [625 3173 3173 1306 1308 1304 1302 1303] [55 20202 20202 96 96 96 96 96] [3 5 5 10 10 10 10 10] [1.5 1 3.7 1.2 1.2 1.2 1.2 1.2]],21 22 18 23 4 11,[27 27 [44 44 44 44 44] [44 44 44 44 44] [46 50] 50]
O=C(N[C@@]1[C@@](O)[C@@](O)[C@@](CO)O[C@@]1O[C@]([C@@](O[C@]1[C@@](O)[C@](O)[C@](O)[C@](C)O1)C=O)[C@@](O)[C@](O)CO)C,1,7,-6.9747481,1.9203801,125.19957,-57.87875,-10.060366,-40.661366,-6.9747481,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[14 31 40 40 40 40 40 40 62 62 62 62 62] [3174 3174 849 852 856 858 854 850 1304 1308 1306 1303 1302] [20203 20203 67 67 67 67 67 67 96 96 96 96 96] [5 5 10 10 10 10 10 10 10 10 10 10 10] [1 1.2 0.8 0.8 0.8 0.8 0.8 0.8 1.2 1.2 1.2 1.2 1.2]],19 18 23 24,[[40 40 40 40 40 40] [62 62 62 62 62] [62 62 62 62 62] [14 31]]
O=C(N[C@](CCC)c1cc2OCOc2cc1)N1C(=O)C(CC)(CC)[C@@]1Oc1ccc(C(=O)N2CCN(C)CC2)cc1,1,131,-6.9729428,2.460489,16.135122,-41.016102,-9.0649405,-31.47109,-6.9729428,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[35 71 71 71 71 71 71] [3174 849 852 856 858 854 850] [20203 67 67 67 67 67 67] [5 10 10 10 10 10 10] [1.9 0.5 0.5 0.5 0.5 0.5 0.5]],19 24 26,[[71 71 71 71 71 71] 35 35]
O=C(NC(CC)(CC)c1ccc(CC)cc1)c1c(C)nn2C(C)(C)C[C@](c3ccccc3)Nc12,1,105,-6.9690151,1.3618861,8.963747,-88.943413,-8.6513996,-33.056973,-6.9690151,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.0344722,1,[[46 55 53 51 49 47] [950 950 950 950 950 950] [73 73 73 73 73 73] [10 10 10 10 10 10] [0.6 0.6 0.6 0.6 0.6 0.6]],60,[[46 55 53 51 49 47]]
S(=O)(=O)(NC(=O)NC(C)(C)C)c1c(Oc2cc(-c3ccc(OC(F)F)cc3)ccc2)ccc(C#N)c1,1,113,-6.9649978,1.065004,-241.11758,-95.614998,-9.6088963,-37.687843,-6.9649978,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.6853987,1,[[14 18 24 50 50 50 50 50] [756 756 932 1302 1304 1308 1306 1303] [62 62 72 96 96 96 96 96] [1 1 3 10 10 10 10 10] [2.3 2.6 0.5 2.2 2.2 2.2 2.2 2.2]],8 33 7 18 23,[[14 18] [14 18] 24 [50 50 50 50 50] [50 50 50 50 50]]
