mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index,PLIF_raw,FP:PLIF,PLIF_ligidx
O(CCN(CC)CC)c1c(OCCN(CC)CC)cccc1OCCN(CC)CC,1,416,-6.8430047,1.8184487,37.092037,-44.555828,-9.1373806,-34.754658,-6.8430047,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[] [] [] [] []],,[]
O(C(Cn1cncc1)c1ccc(OC)cc1)CCCc1ccc(OC)cc1,1,930,-6.8421159,1.0847484,18.328138,-76.785072,-9.7784128,-35.59412,-6.8421159,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.0910213,1,[[27 27 27 27 27 33 33 33 33 33 32 32 32 32 32 30 30 30 30 30 28 28 28 28 28] [1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303] [96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],,[]
S(=O)(=O)(N)c1sc2c(n1)ccc(OCc1nnn([C@](C(=O)N[C@](C(=O)O)Cc3ccc(OCCF)cc3)C(C)C)c1)c2,1,660,-6.8397756,2.7405272,55.745167,-60.463696,-8.6683407,-39.544796,-6.8397756,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[61 57 58 59 66 67 53 52 68 67 57 55 44 71 70 47 45] [3173 607 607 607 607 607 612 612 612 612 612 612 1252 1252 1252 1252 1252] [20202 54 54 54 54 54 54 54 54 54 54 54 93 93 93 93 93] [5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [8.4 0.9 0.9 0.9 0.9 0.9 0.5 0.5 0.5 0.5 0.5 0.5 1.4 1.4 1.4 1.4 1.4]],3 6 36 4 9,[[57 58 59 66 67 53 52 68 67 57 55] [44 71 70 47 45] [44 71 70 47 45] 61 61]
S(=O)(=O)(C)N1CCC(c2ccc(-c3nc(NC[C@]4OCCNC4)c4nccnc4c3)cc2)CC1,1,995,-6.8385553,1.0875903,85.039665,-89.515144,-9.091876,-30.513018,-6.8385553,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.9067829,1,[[1 35 26 26 26 26 26 27 27 27 27 27 28 28 28 28 28 30 30 30 30 30 32 32 32 32 32 33 33 33 33 33] [756 3173 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303] [62 20202 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [1 5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.7 1.4 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],15 4,[1 35]
O=C(OC[C@@]1[C@@](O)[C@@](O)[C@](n2nc(C(=O)N)nc2)O1)CCCCCCC/C=C/CCCCCCCC,1,965,-6.8383002,2.5457768,146.99857,-45.277836,-7.9506221,-32.706276,-6.8383002,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[54 75] [756 932] [62 72] [1 3] [0.8 3.7]],15 11 12,[54 75 75]
O=C(/C=C/c1cc(OC)c(OC)cc1)C(C(=O)/C=C/c1cc(OC)c(OC)cc1)CC1CCC1,1,882,-6.837903,1.8389752,30.845224,-57.820076,-9.0479259,-35.194748,-6.837903,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.00083387346,1,[[20 6 61 59 11 9 7] [3173 1248 1248 1248 1248 1248 1248] [20202 93 93 93 93 93 93] [5 10 10 10 10 10 10] [0.5 0.8 0.8 0.8 0.8 0.8 0.8]],6 4,[[6 61 59 11 9 7] 20]
O=C(O)C[C@@]1C(=O)N2[C@](C(=O)N[C@](C(C)C)C(=O)N[C@@](CC(C)C)C(=O)N[C@](Cc3c4c([nH]c3)cccc4)C(=O)N1)CCC2,1,276,-6.8376956,2.8048589,3.0844619,-62.491795,-8.3253641,-35.548256,-6.8376956,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[57 71 11 11 11 11 11 11] [3174 606 858 856 852 849 850 854] [20203 54 67 67 67 67 67 67] [5 3 10 10 10 10 10 10] [6.1 0.6 0.7 0.7 0.7 0.7 0.7 0.7]],1 5 7 8,[71 [11 11 11 11 11 11] 57 57]
S(CC(=O)O[C@]1[C@]2(C)C(C)CC[C@]3([C@@](C)[C@](O)[C@@](C=C)(C)C1)[C@]2C(=O)CC3)[C@]1[C@](O)C[C@](N)CC1,1,350,-6.8376956,2.1890981,64.931664,-66.98494,-8.3379879,-33.872929,-6.8376956,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.10893011,1,[[73 73 73 73 73] [1303 1306 1308 1304 1302] [96 96 96 96 96] [10 10 10 10 10] [1.3 1.3 1.3 1.3 1.3]],13 14,[[73 73 73 73 73] [73 73 73 73 73]]
Clc1c(C#N)ccc(N2[C@@](C3CCCC3)[C@@]3C(=N2)c2c(cc(C(=O)O)cc2)CC3)c1,1,265,-6.8372016,4.3157878,43.558743,-92.323364,-10.598951,-35.765461,-6.8372016,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.00014421395,1,[[22 19] [3173 566] [20202 51] [5 2] [0.5 1.2]],40 4,[19 22]
O=C(O)[C@@](NC(=O)c1ccc(N(Cc2nc3C(=O)NC(N)=Nc3nc2)C)cc1)CCC(=O)O,1,824,-6.8371468,1.9801515,-101.80214,-91.985756,-10.007708,-38.559124,-6.8371468,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.0155536,1,[45 3173 20202 5 3.6],4 9,[45 45]
Clc1cc(OC(F)F)cc([C@@](O)C(=O)N2[C@](C(=O)NCc3ccc(/C(=N/OC)/N)cc3)CC2)c1,1,317,-6.8361535,1.8993921,15.413718,-76.281158,-9.5578156,-34.112576,-6.8361535,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.1758422,1,[50 815 65 2 0.6],27,50
Clc1cc(OC[C@@](O)CS[C@]2[C@](C/C=C\CCCC(=O)O)[C@](O)C[C@@]2O)ccc1,1,221,-6.8357234,1.3784314,-35.28014,-72.336609,-8.8903227,-38.171478,-6.8357234,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[3 57] [3174 932] [20203 72] [5 3] [6.4 2.3]],11 12 7 8,[57 57 3 3]
Fc1c(Oc2c(C(=O)N[C@](C(=O)N)CCN(C)C)cc3n(CC(C)C)ncc3c2)ccc(F)c1,1,997,-6.8354158,1.4955161,38.857033,-86.89962,-9.0741062,-35.481655,-6.8354158,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.9847783,1,[[5 5 5 5 5 5] [854 858 856 852 849 850] [67 67 67 67 67 67] [10 10 10 10 10 10] [0.7 0.7 0.7 0.7 0.7 0.7]],5,[[5 5 5 5 5 5]]
O=C(OCc1ccccc1)N[C@](C(=O)N[C@](C=O)CC1C(=O)NCC1)CC(C)C,1,730,-6.8349729,1.5077242,-51.449718,-68.233101,-8.7996397,-36.726513,-6.8349729,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.35302734,1,[[41 24 24 24 24 24 24 33 33 33 33 33 33 31 31 31 31 31 31 29 29 29 29 29 29 27 27 27 27 27 27 25 25 25 25 25 25] [3173 849 852 856 858 854 850 849 852 856 858 854 850 849 852 856 858 854 850 849 852 856 858 854 850 849 852 856 858 854 850 849 852 856 858 854 850] [20202 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67] [5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.5 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],4,41
Clc1cc2N(CCCN3CCN(CCOC(=O)CCCCCC)CC3)c3c(Sc2cc1)cccc3,1,546,-6.8343315,5.0230737,95.563095,-74.074196,-9.2922783,-36.606888,-6.8343315,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.74169922,1,[[] [] [] [] []],,[]
SC[C@](NCc1ccc(-c2ccccc2)cc1)C(=O)NCC(=O)N[C@](C(=O)OC)C(C)C,1,7,-6.833663,1.8318107,90.543533,-79.543022,-8.7204876,-37.077034,-6.833663,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.49962115,1,[28 756 62 1 0.8],15,28
O=C1C(O[C@]2[C@](O)[C@@](O)[C@@]([C@](O)CO)O2)=C(c2cc(O)c(O)cc2)Oc2c1c(O)cc(O)c2,1,814,-6.8332729,1.9666823,81.707535,-85.483253,-10.305624,-38.544044,-6.8332729,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.8364763,1,[[] [] [] [] []],,[]
S(=O)(=O)(NC(=O)c1cc(OC)c(Cc2c3c(n(C)c2)ccc(C(=O)NC[C@@](CC(F)(F)F)C)c3)cc1)c1c(C)cccc1,1,799,-6.8332658,2.0921602,-64.766037,-69.506432,-7.7558446,-37.024628,-6.8332658,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.61551833,1,[[7 55] [3174 932] [20203 72] [5 3] [0.6 1.1]],11 7,[55 7]
O[C@@]1CC(/C=C\C2=CCC[C@]3(C)[C@@]([C@@](CCCC(C)C)C)CC[C@@]23)=C(C)CC1,1,711,-6.8331704,1.4725349,30.309633,-66.452599,-9.1630907,-35.787903,-6.8331704,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.3381388,1,[[] [] [] [] []],,[]
Ic1ccc(CCCCCCCCCCCCCCCCCCOP(=O)(OCC[N+](C)(C)C)[O-])cc1,1,649,-6.8325028,1.6618501,-82.795525,-71.59388,-7.9881001,-36.360928,-6.8325028,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[6 10 1 1 1 1 1 1] [756 756 850 854 858 856 852 849] [62 62 67 67 67 67 67 67] [1 1 10 10 10 10 10 10] [1.3 0.9 0.7 0.7 0.7 0.7 0.7 0.7]],15 5,[[6 10] [1 1 1 1 1 1]]
Fc1cc2nc(c([C@@](Nc3ncnc4[nH]cnc34)C)cc2cc1)-c1ncccc1,1,868,-6.8312178,1.3809868,22.566229,-85.83773,-9.647234,-28.651344,-6.8312178,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.73530698,1,[[27 29 31 33 24 25 14 14 14 14 14 15 15 15 15 15 17 17 17 17 17 19 19 19 19 19 20 20 20 20 20] [757 757 757 757 757 757 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304] [62 62 62 62 62 62 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.6 0.6 0.6 0.6 0.6 0.6 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],22,[[27 29 31 33 24 25]]
FCC(=O)[C@@](NC(=O)[C@@](NC(=O)OCc1ccccc1)Cc1ccc(O)cc1)C,1,128,-6.8294458,2.5540323,-61.244614,-78.806061,-9.5656471,-33.969864,-6.8294458,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.56427854,1,[22 3173 20202 5 3.7],4 9,[22 22]
Clc1cc2N(CCCN3CCC(C(O)=N)(N4CCCCC4)CC3)c3c(cccc3)CCc2cc1,1,161,-6.8285398,1.5401062,-8.4113827,-81.739655,-9.5331612,-31.350512,-6.8285398,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.90874153,1,[[] [] [] [] []],,[]
Clc1c(OCCCCCc2onc(COCOCCO)c2)c(Cl)cc(C=2OCCN=2)c1,1,78,-6.827168,2.0700269,63.053967,-63.677315,-9.5096502,-37.223202,-6.827168,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.1792881,1,[[6 6 6 6 6 6] [849 852 856 858 854 850] [67 67 67 67 67 67] [10 10 10 10 10 10] [0.5 0.5 0.5 0.5 0.5 0.5]],5,[[6 6 6 6 6 6]]
O=C(Nc1cc(NC)ccc1)N[C@]1C(=O)N(CC(=O)C(COC(=O)C)(C)C)c2c(C(c3ncccc3)=N1)cccc2,1,976,-6.8263855,1.223919,-29.304216,-73.471161,-8.2437468,-34.313126,-6.8263855,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[] [] [] [] []],,[]
O=C(OCC(CCCC)CC)c1c(C(=O)c2ccc(-c3ccccc3)cc2)cccc1,1,509,-6.8263016,1.7893095,58.71122,-67.757614,-8.7262411,-33.553905,-6.8263016,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.3597188,1,[[] [] [] [] []],,[]
S(=O)(=O)(c1c(C(C)(C)C)cccc1)c1ccc(NC(=O)c2c(O)c(O)c(O)c(Cc3c(C(C)C)cccc3)c2)cc1,1,933,-6.8263001,1.5923218,69.663643,-79.901299,-11.083649,-36.446201,-6.8263001,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.8337533,1,[[21 75] [3173 3173] [20202 20202] [5 5] [0.5 2]],4 9,[[21 75] 75]
Clc1c(Nc2c(C(=O)NC)cccc2)nc(Nc2c(OC)c3c(cc2)C[C@@](N2CCN(CCO)CC2)CCC3)nc1,1,381,-6.8252153,1.761019,11.54994,-51.63224,-8.5070696,-33.494282,-6.8252153,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.47973633,1,[[] [] [] [] []],,[]
Fc1ccc(C(OCCN2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1,1,909,-6.822937,1.4368607,117.33032,-96.298706,-9.026823,-31.75407,-6.822937,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.33035439,1,[[] [] [] [] []],,[]
Clc1c(Cl)ccc(CC(=O)N(C)[C@@]2[C@@](N3CCCC3)C[C@@]3(OCCC3)CC2)c1,1,338,-6.8209224,2.6018569,34.641296,-48.65028,-8.5465031,-36.184162,-6.8209224,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.0759387,1,[[31 31 31 31 31] [1308 1306 1303 1302 1304] [96 96 96 96 96] [10 10 10 10 10] [0.9 0.9 0.9 0.9 0.9]],13,[[31 31 31 31 31]]
ClC=1C(=Nc2c(S(=O)(=O)C(C)C)cccc2)NC(Nc2c(OC(C)C)cc(c(C)c2)C2CCNCC2)=NC=1,1,163,-6.8205471,1.639945,-36.892365,-29.999741,-9.3109741,-32.952141,-6.8205471,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.9025617,1,[[30 31 48 48 48 48 48 48] [1274 1271 849 852 856 858 854 850] [94 94 67 67 67 67 67 67] [2 2 10 10 10 10 10 10] [3.3 1 0.5 0.5 0.5 0.5 0.5 0.5]],5 46 47,[[48 48 48 48 48 48] [30 31] 30]
Clc1c(Oc2ccc(C(=O)NCCc3c(OC)cc(Cl)cc3)cc2)cc2OCC[C@](C(=O)O)c2c1,1,775,-6.8201509,2.6479506,-21.656393,-74.741783,-9.5952177,-36.931297,-6.8201509,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.7878693,1,[[] [] [] [] []],,[]
Clc1c(Oc2ccc(C(=O)NCCc3c(OC)cc(Cl)cc3)cc2)cc2OCC[C@](C(=O)O)c2c1,1,775,-6.8185644,2.0004511,-19.375137,-74.82534,-10.462808,-34.720901,-6.8185644,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.77642411,1,[[] [] [] [] []],,[]
O=C(N[C@]([C@](O)CCCCCCCCCCCCCCC)CO)CCCCCCCCCCCCCCCCC,1,563,-6.8179898,2.6074007,34.666759,10.212088,-3.5571101,-36.446453,-6.8179898,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.76220703,1,[[62 66] [818 818] [65 65] [2 2] [2.1 0.8]],27 28,[[62 66] 62]
S(=O)(=O)(NC(=O)c1cc(OC)c(Cc2c3c(n(C)c2)ccc(C(=O)NC[C@@](CC(F)(F)F)C)c3)cc1)c1c(C)cccc1,1,799,-6.816978,1.4319074,-56.632488,-78.678543,-8.0951939,-32.546059,-6.816978,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.2847476,1,[[1 47 75 73 52 50 48] [3174 757 757 757 757 757 757] [20203 62 62 62 62 62 62] [5 10 10 10 10 10 10] [0.5 0.6 0.6 0.6 0.6 0.6 0.6]],22 7,[[47 75 73 52 50 48] 1]
Fc1ccc([C@@](Nc2nc(Nc3nccnc3)cc(-c3cn(C)nc3)c2)C)cc1,1,347,-6.8155732,1.5144402,-94.60791,-88.18293,-9.2083988,-35.115219,-6.8155732,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.3221805,1,[[] [] [] [] []],,[]
Clc1cc(F)c(Nc2ncnc3n([C@]4[C@](O)[C@](O)[C@@](c5oc(C(C)(C)C)nn5)O4)cnc23)cc1,1,343,-6.81497,1.4964542,121.54803,-90.2444,-9.6935091,-34.431229,-6.81497,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.57904243,1,[[21 14 55 17 16 15] [756 933 933 933 933 933] [62 72 72 72 72 72] [1 10 10 10 10 10] [0.5 0.6 0.6 0.6 0.6 0.6]],15 38,[21 [14 55 17 16 15]]
O=C(N[C@@]1C(C)(C)SSC(C)(C)[C@](C(=O)O)NC(=O)[C@](Cc2ccccc2)NC(=O)CNC1=O)[C@@](N)Cc1ccc(O)cc1,1,154,-6.8149185,2.5176058,44.1026,-74.837723,-9.6762142,-30.35004,-6.8149185,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.1608353,1,[10 682 58 4 0.7],10,10
O=C(OC)N1CCC(CN2CCC(CNC(=O)c3c4[nH]c(C(C)C)nc4ccc3)CC2)CC1,1,339,-6.8147736,2.5686071,-24.969423,-52.841888,-9.6444674,-33.567238,-6.8147736,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.006156,1,[[] [] [] [] []],,[]
O=C(CO)N1CCN(Cc2cc(NC(=O)c3c(C)ccs3)c(/C=C/c3n[nH]c4c3cccc4)cc2)CC1,1,827,-6.8147426,0.87757087,124.38507,-79.576294,-9.8367672,-34.874344,-6.8147426,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.5157666,1,[[36 55 5 5 5 5 5 11 11 11 11 11 10 10 10 10 10 8 8 8 8 8 6 6 6 6 6] [3174 553 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302] [20203 51 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [5 3 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1 1.7 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],43 44 7,[55 55 36]
Clc1c(C(OC(C(=O)OCC=C)(C)C)=O)cc(N2C(=O)N(C)C(C(F)(F)F)=CC2=O)cc1,1,651,-6.8142815,1.5126315,18.25782,-65.03083,-10.793088,-38.165962,-6.8142815,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.1004534,1,[[27 45 47 49 24 25] [682 682 682 682 682 682] [58 58 58 58 58 58] [10 10 10 10 10 10] [0.7 0.7 0.7 0.7 0.7 0.7]],31,[[27 45 47 49 24 25]]
Fc1ccc([C@@](Nc2nc(Nc3nccnc3)cc(-c3cn(C)nc3)c2)C)cc1,1,347,-6.8121057,1.577042,-94.613945,-69.591881,-9.0088253,-35.105549,-6.8121057,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.5736215,1,[[] [] [] [] []],,[]
O=C(OC)CC[C@]1[C@](C)C2=NC1=C1C(=O)N(CCCC)C(=O)c3c(C)c([nH]c13)C=C1[C@](CC)[C@@](C)C(=N1)C=[cH0]1c(C(OCCCC)C)c(C)[cH0]([nH]1)=C2,1,950,-6.8117609,1.3471898,26.045994,-63.473038,-8.8539677,-33.030804,-6.8117609,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,3.466058,1,[[92 96] [3173 566] [20202 51] [5 2] [0.7 2.3]],40 41 4,[96 96 92]
S(=O)(=O)(O)C(O)[C@@](NC(=O)[C@@](NC(=O)OCc1ccccc1)CC(C)C)CC1C(=O)NCC1,1,729,-6.8110237,1.3081253,12.89397,-74.919479,-8.7433691,-34.703522,-6.8110237,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[58 606 54 3 2.1],1 2,[58 58]
Clc1c(C(OC(C(=O)OCC=C)(C)C)=O)cc(N2C(=O)N(C)C(C(F)(F)F)=CC2=O)cc1,1,651,-6.8104043,1.1335497,19.248997,-72.436737,-9.0574827,-33.730137,-6.8104043,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.61524385,1,[[] [] [] [] []],,[]
O=C(O)[C@@](NC(=O)C(NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](N)CCC/N=C(\N)/N)CCCCN)CC(=O)O)C(C)C)Cc1ccc(O)cc1,1,272,-6.8100643,2.7340107,-209.72321,-65.92218,-8.5242529,-36.011082,-6.8100643,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[67 96 95] [686 553 566] [58 51 51] [3 3 2] [2.2 1 3.5]],40 41 43 19 26,[95 95 96 67 67]
O=C(NCCCCNCCCN)[C@](O)NC(=O)CCCCCCNC(=N)N,1,371,-6.8100538,2.2164807,-225.0304,-62.242546,-10.129596,-37.947552,-6.8100538,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.2060547,1,[[29 51] [756 815] [62 65] [1 2] [2.7 4]],15 30 27 28,[29 29 51 51]
O=C(OC)[C@](NC(=O)[C@@](NC(=O)[C@@](O)[C@](N)c1ccc(C(C)C)cc1)C)CC(C)C,1,33,-6.8094177,1.6077057,72.804741,-67.007584,-9.9046345,-29.673351,-6.8094177,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.17401886,1,[[] [] [] [] []],,[]
O=C(OC)N1CCC(CN2CCC(CNC(=O)c3c4[nH]c(C(C)C)nc4ccc3)CC2)CC1,1,339,-6.8083324,1.3135744,-31.858879,-100.92448,-11.297778,-37.307014,-6.8083324,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.09746448,1,[[32 56] [940 756] [72 62] [1 1] [2.1 1.9]],15 30 23 24,[56 56 32 32]
C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CC/C=C(\C)/C)\C)\C)/C)(\CC/C=C(\C)/C)/C,1,227,-6.8080072,1.6226574,-10.009357,-63.937714,-8.9403419,-30.691225,-6.8080072,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[32 32 32 32 32 32] [854 858 856 852 849 850] [67 67 67 67 67 67] [10 10 10 10 10 10] [0.7 0.7 0.7 0.7 0.7 0.7]],5,[[32 32 32 32 32 32]]
Fc1c(N(C(=O)COC)[C@@]2[C@](C)CN(CCN3C(=O)N(CC)N=N3)CC2)cccc1,1,169,-6.807755,1.2918425,46.922779,-70.702591,-8.6971512,-37.598892,-6.807755,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0.32299805,1,[[8 9 10 11 58] [1246 1246 1246 1246 1246] [93 93 93 93 93] [10 10 10 10 10] [1.1 1.1 1.1 1.1 1.1]],6 36,[[8 9 10 11 58] [8 9 10 11 58]]
[P@@](=O)(O[C@](C(=O)O)Cc1ccccc1)(O)[C@@](NC(=O)[C@@](NC(=O)OCc1ccccc1)C)C,1,118,-6.8057208,1.372619,-50.598156,-80.064606,-9.219264,-33.493698,-6.8057208,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.2175903,1,[[] [] [] [] []],,[]
O=C(O)C[C@](C#CC)c1ccc(OCc2ccc(CN3CCC4(c5c(cccc5)C=C4)CC3)cc2)cc1,1,617,-6.8056178,2.496851,-40.360062,-69.250717,-9.3455105,-37.02924,-6.8056178,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.0060804,1,[[47 56 54 52 50 48 47 56 54 52 50 48] [815 815 815 815 815 815 818 818 818 818 818 818] [65 65 65 65 65 65 65 65 65 65 65 65] [10 10 10 10 10 10 10 10 10 10 10 10] [0.7 0.7 0.7 0.7 0.7 0.7 0.6 0.6 0.6 0.6 0.6 0.6]],83,[[47 56 54 52 50 48 47 56 54 52 50 48]]
S(=O)(=O)(NC(=O)c1cc(OC)c(Cc2c3c(n(C)c2)ccc(C(=O)NC[C@@](CC(F)(F)F)C)c3)cc1)c1c(C)cccc1,1,799,-6.80406,3.0286856,-62.142845,-58.961231,-7.9212246,-32.110321,-6.80406,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,1.2847476,1,[[] [] [] [] []],,[]
Clc1c(Nc2c(C(=O)NC)cccc2)nc(Nc2c(OC)c3c(cc2)C[C@@](N2CCN(CCO)CC2)CCC3)nc1,1,381,-6.8040142,1.1884807,15.687797,-75.371445,-9.3152523,-36.889397,-6.8040142,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.515625,1,[5 3173 20202 5 3.3],4 9,[5 5]
FCCCOc1c(OC)cc2c(c1)CCN1[C@@]2C[C@@](O)[C@](CC(C)C)C1,1,603,-6.8036981,1.4462337,-1.011475,-62.641342,-9.6011219,-34.874985,-6.8036981,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,2.8078427,1,[[6 13 11 10 9 7] [1246 1246 1246 1246 1246 1246] [93 93 93 93 93 93] [10 10 10 10 10 10] [0.8 0.8 0.8 0.8 0.8 0.8]],6,[[6 13 11 10 9 7]]
O=C1C=C2[C@](C)C[C@@]3C([C@@](c4ccc(N(C)C)cc4)C[C@]4(C)[C@@]5(OCCC5)CC[C@@]34)=C2CC1,1,706,-6.8009491,1.371541,12.849881,-74.839622,-9.3397608,-34.440815,-6.8009491,$HOME/My Research/MDM2/sdf for docking/smiles_data24.sdf,0,1,[[] [] [] [] []],,[]
